Word, wordscore
Jumper,6.519230769230769
Tabarly,9.0
Goethe,6.333333333333333
Rule,8.666666666666666
Comedown,4.0
Fearless,7.833333333333333
Certo,4.666666666666667
Chasers,6.0
fris?r,6.777777777777778
Sibirien,6.0
bara,6.0
A.P.E.X.,7.0
Usain,7.0
Raanjhanaa,7.842105263157895
Sparrows,8.0
Wheres,7.0
Static,5.666666666666667
morire,7.037037037037037
lhiver,3.5
hersey,7.0
medianoche,8.5
Eiga,10.0
Chronik,10.0
Hospitality,7.333333333333333
Hollow,6.589583333333334
...,6.0
Naayak,10.0
Oshin,9.0
basima,7.0
Northwest,8.07317073170732
Floyd,9.045454545454547
divers,6.5
kroliki,8.0
Squeeze,5.0
Mother,6.904761904761905
Pulse,2.0
Native,10.0
Colegas,3.5
Reading,7.1020408163265305
modernes,8.0
bulmyeong,7.5
Stop-Loss,6.8
hikoushi,7.0
Believers,8.0
Kya,6.25
Noel,8.0
Chappaqua,7.0
Vredens,9.5
Orientation,8.0
Heartbreakers,6.0
Al-raqissa,10.0
Stealing,5.333333333333333
Interiors,7.166666666666667
Kyu,6.0
Grammy,7.0
Lilies,6.0
Littlerock,4.0
Aimer,7.5
Helper,7.5
Proposition,7.285714285714286
Aadhalal,10.0
Filler,5.333333333333333
Ills,6.0
Madhumati,10.0
yukimasu,10.0
tang,5.0
Billys,8.0
Prom,7.142857142857142
Downloaded,6.8
Interior.,5.666666666666667
bang,10.0
tani,8.0
Idaho,6.8
fukaki,8.0
Bio-Cop,8.0
Cloud,6.660858585858587
manque,7.0
Parental,6.916666666666667
Locker,7.853658536585366
Jukkalan,7.0
States,8.11111111111111
Promedio,5.0
Skepp,6.0
bianche,10.0
tame,9.0
Thillu,2.0
Filem�n,9.0
Chatroom,7.0
kakeru,7.798076923076923
Eternity,7.375
Superheroes,3.0
Locked,6.0
Midnights,5.8
Madonna,8.0
Pesar-e,10.0
Naduvula,8.0
talo,5.0
Kirishima,9.0
Andre,5.333333333333333
Thunderstruck,4.666666666666667
Dossier,6.0
matin,7.0
alla,8.0
Welcome,6.681864623243934
alle,7.833333333333333
lac,6.967741935483871
Models,6.863636363636363
Noir,2.0
Italiensk,8.0
Spanglish,7.545454545454546
lan,6.0
Cassandras,6.444444444444445
lam,6.958333333333334
Interstella,8.5
Caesar,6.75
Anymore,6.75
lao,3.0
las,6.2272727272727275
Bismarck,7.0
law,5.0
tako,8.0
Nazis,7.0
lau,10.0
Kun,8.0
Suite,6.6
Eien,5.0
Generation,8.03125
keisatsu,6.166666666666666
Filmmakers,8.8
Saved,6.222222222222222
Knee,6.0
Error,7.0
source,6.666666666666667
Violet,6.979166666666666
Knew,7.736742424242424
Saves,8.0
Happy?,7.0
Pomus,9.0
Pokazatelnyy,8.2
Talkin,3.5
Incident,7.911864406779661
Flore,8.25
historia,8.5
Sofia,2.6666666666666665
Ortadirek,7.0
so-geum,6.5
Brawl,5.0
�vocateur,5.0
Escobars,8.8
Lockout,5.8059701492537314
Timing,7.0
Flamencos,3.0
Already,5.0
Let,7.639058441558442
Rasoolum,7.0
Les,7.284598513289484
Leo,5.0
Under-Tow,7.0
bar�,5.0
Vacanze,9.0
Chosen,6.0
D�pression,4.0
Lek,7.0
Lei,9.5
Lee,8.376190476190475
Gnomeo,6.666666666666667
3000,7.833333333333333
Aventure,7.0
will,4.5
Origins,6.1439393939393945
Tepenin,7.5
Nome,6.0
Nabbeunnomdeul,6.0
G�nesis,4.85
Misi�n,6.25
Ingredients,9.0
Writers,8.307692307692308
spegel,8.0
Prem,5.0
Flawless,7.107142857142857
plan�te,7.5
Compliance,6.072463768115942
Lentjveljekset,6.0
Cloclo,7.0
Karafuru,8.0
revoir,7.833333333333333
Bounce,5.277777777777778
Legend,7.2121944370531255
Limitless,7.7251461988304095
Fantozzi,4.0
gaijeu,6.0
jiao,10.0
jian,8.0
Prtljag,10.0
None,7.0
Law,7.750476190476191
Lay,4.537581699346405
Laz,2.0
Prey,5.5
predatori,9.0
Cora�?es,5.0
Modern,7.916666666666667
Dreams,7.5358504108504105
Crusade,8.634146341463412
Dreamz,5.0
kui,7.0
Merantau,8.0
Unmade,5.0
Muhsin,9.0
barrage,7.0
.45,7.0
.44,5.538461538461538
O-jik,8.0
Norahs,7.3478260869565215
Hemingway,6.666666666666667
Grumpier,6.0
m�m�s,10.0
Perceval,7.0
Jannal,4.0
Awesomest,3.0
presenza,6.75
Rigor,6.5
Hansel,4.1911668484187565
Jannat,7.0
Perriers,6.0
Erectus,4.0
Namastey,4.0
Noor,6.0
Brass,7.411111111111111
Z-Boys,7.5
Noon,6.955555555555556
otvsyakade,7.0
Magadheera,10.0
outrag�e,8.0
Caught,4.555555555555556
Snabba,6.229069405539994
Tosun,9.0
Shinjuku,6.0
Las,6.849773755656108
Vayathinile,7.0
Internship,6.5453020134228215
Lat,8.4
Bates,5.0
Lan,8.0
Passport,7.5
Cutting,4.333333333333333
Hombre,7.222222222222221
Rosalind,5.6
Unholy,7.0
durch,8.0
Hwanghae,7.5
Humko,4.5
Jinruigaku,9.0
M?e,6.666666666666667
genres,6.0
Shotgun,8.225274725274724
C.R.A.Z.Y.,8.428571428571429
Cinemanovels,8.0
Schneckentraum,6.0
Alphaville,7.6
Modeun,5.0
Zaytoun,7.0
laventure,7.0
Braun,8.0
Prix,7.0
Batch,6.888888888888889
Hasee,6.777777777777778
Nora,7.2
J�n,7.333333333333333
Apparition,4.096774193548387
alto,5.0
kyb,7.0
Smell,8.291666666666666
Eine,8.333333333333334
rasstavatsya,2.0
Bravo,7.444444444444445
Sabrina,7.338461538461539
Antaheen,5.0
Brave,7.655643685173887
Bandidas,5.333333333333333
Nose,5.0
tate,7.0
Tatuagem,6.0
Linstinct,8.454545454545455
Model,7.25
Kaiserin,7.5
Masterminds,8.0
zheng,5.333333333333333
Kongu,8.0
pugno,8.11111111111111
f�hrt,8.0
Cristina,7.348837209302325
Tangents,2.0
Mrs.,8.218222222222224
Spionage,7.0
MPB,10.0
Illusory,10.0
Frequency,7.7
daujourdhui,2.5
Gycklarnas,7.0
3096,5.916666666666667
Hellbenders,6.333333333333333
Calls,6.064814814814814
loi,8.0
Machuca,9.0
autres,7.333333333333333
deutsche,8.5
yuan,4.0
baba,7.0
Rumble,7.225
los,6.129268491365266
Calle,8.0
lou,8.0
Irvine,5.0
Carjacked,7.5
Detour,9.5
Humans,8.083333333333332
Electra,9.5
Prince,7.253820707587228
Weights,8.666666666666666
Rambler,4.0
Dilwale,8.666666666666666
Spike,3.7
Neverending,4.0
Vacancy,6.583333333333333
Expectations,7.04419191919192
Fanatic,7.0
Client,6.375
MMS,4.0
Raspberry,7.5
Right,6.635989995667415
Cheung,6.0
Spijt,8.0
Daglicht,7.5
Harrow,10.0
Crulic,9.0
Levon,7.5
Terumae,7.0
masti,8.0
Minors,10.0
Gentleman,4.5
Beastly,6.4375
Phantoma,10.0
Spies,7.800000000000001
Desert,6.714285714285714
Lie,4.773809523809524
Pruitt-Igoe,6.0
Lik,7.5
Lin,8.75
Lis,6.0
Liv,7.333333333333333
divorce,3.0
Poulain,8.51428571428571
lua,5.0
Sequel,6.375
jingi,6.0
ojos,7.601098901098901
Caserta,6.0
Holmes,6.367510014758592
Baska,7.5
Phantoms,6.25
Naniwa,4.0
ichibun,8.0
Lhumanit�,6.0
Believe,6.6089743589743595
Dial,8.508064516129034
Diaz,8.0
Neelakasham,8.5
Boven,6.25
Daire,8.0
Salome,8.0
Nishabd,6.0
Human,6.253174603174602
Konak,2.0
Sodoma,6.0
yakusoku,7.0
Krrish,6.610526315789474
Davis,7.503125
Dabangg,4.0
Bubble,6.0
David,7.275396825396825
Killing,6.201515702245979
Dice,8.0
Absolon,4.0
Diner,6.041666666666667
Lfe,6.333333333333333
Lebenszeichen,6.0
tsubaki,8.0
Pray,6.2
Dick,6.672839506172839
Basic,6.416666666666667
soupe,6.0
Sicko,8.4
Kirschbl�ten,6.5
Gentlemen,8.25
Daisy,7.372159090909091
solitaire,6.5
Die?,8.0
Andaz,9.25
Shepard,8.0
Jinsei,9.0
Happyness,8.58620689655172
Service,8.376811594202898
darakhatan,9.0
Innocent,6.625
St�ned,5.0
Hasta,7.333333333333333
Annayum,7.0
Communion,6.0
Merchant,8.125
Khaana,4.0
Bennys,7.0
Pallbearer,6.0
Reeker,3.4
Anatomy,5.7
Habits,10.0
Escapist,5.333333333333333
Lux,6.5
Luv,4.75
yuki,8.5
pour,8.0
Know,6.593774520498658
Knot,4.75
Passengers,6.666666666666667
Weather,7.8809523809523805
Happens,6.800000000000001
Bucks,6.125
Bucky,2.6666666666666665
�amur,8.0
Moodupani,6.0
vuelvo,8.0
Inheritance,6.5
Dayani,8.0
Kokuhaku,8.647058823529411
Otac,9.0
Humpday,6.0
Judas,4.0
Spice,1.5
Disappeared,7.4
Close,7.890210899589398
guerre,7.2
Adult,6.035294117647059
Lhiver,6.0
ley,7.375
millions,9.0
Jhoom,6.0
les,6.774691358024692
Fields,6.827272727272728
battre,8.0
110901,8.0
Kampioen,7.5
lek,10.0
gyakushu,5.0
Happen?,8.0
Traffic,7.959999999999999
Terminator,7.975860620410957
Cloth,2.75
MTV,7.0
Mamitas,7.0
kodjast?,8.333333333333334
Element,8.047619047619047
Total,5.012787723785166
Sur�-Nain,7.0
Hexen,7.0
redouble,6.8
jolie,7.145833333333333
nicht,8.5
Disturbia,7.037037037037037
Pirai,8.0
Izgnanie,9.0
m�trage,8.0
Spartans,4.666666666666667
Jattends,7.0
Devoluciones,7.964912280701754
I.D.,9.0
Rivers,7.625
dentelli�re,6.0
Creepshow,7.958333333333333
Emperors,8.204545454545453
Rescuers,7.25
Duplex,6.8
Firestarter,7.666666666666667
poro,8.0
Prairie,6.5
S�ptimo,4.333333333333333
sasagu,10.0
Clone,6.0
Teardrop,6.0
Laaga,5.0
Theater,8.5
GLOW,8.0
Jingi,7.0
aimait,8.0
Kahin,5.0
Low,6.958333333333333
Theorem,6.277777777777778
pony,6.0
Jennifers,5.733333333333333
Lou,8.6
Los,6.1738189008068804
Americanization,10.0
Lot,3.95
Sykt,5.0
Shakti,10.0
Lovelier,9.0
Salaam-E-Ishq,5.0
pont,8.333333333333334
Eyewitness,5.0
Adulthood,7.75
pourpres,7.166666666666667
Syla,10.0
Viktoria,10.0
lit,5.0
Community,3.25
Noam,7.0
lip,10.0
yuku,6.0
lin,8.0
Noah,6.112033195020746
Brooklyn,6.9
�ltimo,8.5
zheny,2.0
matar,6.5
jinn,6.0
jing,6.75
liv,8.666666666666666
missionnaire,7.0
liu,8.0
Judge,5.714285714285714
Toter,3.0
lik,7.0
Whammy,10.0
Tremors,7.9
lie,8.0
Polis,9.0
Crossfire,6.875
Primeval,6.666666666666667
Murderer,7.469298245614035
Zanjeer,2.4
Squall,7.25
Synecdoche,7.608695652173913
Morvern,5.666666666666667
Filmed,9.5
Soguk,6.5
976-EVIL,8.0
Murdered,8.0
Separate,6.0
Manhunter,7.846153846153846
Immaculate,7.0
Fire,7.038260810762144
Crooklyn,7.5
Firm,7.547826086956523
Breezy,8.0
espectro,9.0
Harryhausen,7.666666666666667
Miami,5.193333333333333
Riteon,7.5
Samsara,8.921052631578947
Universal,5.190476190476191
Midlands,7.5
r�yasi,7.375
bansan,5.0
Fish,6.120415794776409
motocicleta,8.642857142857142
silenzio,5.75
Mivtsa,7.0
Ballast,6.5
Cell,7.923611111111111
Looper,7.3790087463556855
Inconscientes,8.0
Spring,4.7515873015873025
Treat,6.576923076923077
Underworld,6.495238095238095
mai,6.508333333333333
sudeste,8.666666666666666
guyeok,8.0
Burglar,10.0
World...,6.716049382716049
N?o,7.0
mar,7.0
H�hle,9.0
Tread,10.0
man,6.5
Primos,9.0
Keo-peul-jeu,9.0
Modus,6.333333333333333
mat,4.5
Trolljegeren,6.323529411764706
Mister,7.723809523809524
Admission,5.886363636363638
poup�es,7.0
Sparkle,7.620901639344262
Kr�mpack,9.0
Polly,7.5
Kisses,7.0
Places,8.172413793103448
Duplicate,2.0
cuadrado,7.0
fiende,5.0
Nagila,10.0
Buraddo,5.0
evigt,9.0
Massacre,4.397108416945374
Kissed,6.666666666666667
Absolute,8.1
Saturn,6.0
Luton,2.0
Wrecking,10.0
Five,7.36178358378011
Plunkett,8.5
gwawoehagi,8.0
Passado,7.333333333333333
h�ros,7.0
Trance,7.362657091561939
Finis,6.0
storia,10.0
Nosotros,7.645161290322581
Falling,7.43125
Glimpse,4.75
Jakeob-ui,7.5
Divergent,7.879166666666666
Chiisai,6.0
prosciutti,4.5
Eyyvah,7.333333333333333
C�caro,4.333333333333333
Scandal,7.909090909090909
h�roe,1.0
Kabhie,8.222222222222221
med,6.904761904761905
In�cio,8.5
Argonauts,8.0
meg,6.0
day�,9.75
Madison,6.777777777777778
Fist,4.977777777777778
Corral,7.666666666666667
Placid,7.0
Crumb?,5.8
choses,9.0
Charlotte,8.75
mes,8.0
mer,8.083333333333334
Baharwali,4.0
vento,6.0
men,7.4375
mei,6.0
vents,7.0
mej,7.0
Transsiberian,6.4
kor�da,7.0
Zelary,8.0
Betty,9.0
Canadian,5.0
Reiton-kyju,10.0
Travellers,5.333333333333334
Always,7.632034632034632
According,8.111111111111112
kessen,6.0
Crumbs,10.0
Al-ris�lah,9.0
Writer,7.230769230769231
eviga,8.0
Dulhan,5.0
luz,8.5
Essex,5.9375
Clock,7.0
McCullin,9.0
basinda,2.0
Ours,8.96774193548387
gent,8.0
Avariya,8.0
lui,6.0
villa,10.0
luo,7.5
vuelco,4.0
Saint-Germain,7.0
gens,7.35
illegale,3.0
Me?,5.25
Based,8.0
Motivational,8.5
Men,6.927887905371961
Sogni,5.0
NH4,3.0
petit,6.875
Mer,7.0
Errors,6.0
CBGB,6.8
Meu,6.666666666666667
Met,6.15625
cest,5.333333333333333
Eiger,7.25
Koch,8.5
Offside,7.5
B�b�s,10.0
Mea,7.0
Ellen,6.25
Gravity,8.3239700374532
Wakolda,7.3076923076923075
daibakuha,7.0
Tears,7.999999999999999
bialoruskiego,10.0
himmelen,8.333333333333334
Thrive,8.0
Bernard,8.0
Moonlight,6.333333333333333
Passage,7.5
Salaakhen,5.0
Eight,6.3692810457516345
Leviathan,5.883333333333333
sociedad,7.0
Cloak,5.0
Scribbler,7.0
portant,7.6
Career,9.0
Rokland,5.0
Hated,8.5
Tuntematon,10.0
Andrey,8.5
Womans,6.0
BaBo,9.0
d�as,6.943181818181818
Elles,6.133333333333334
Helpmates,9.0
cera,7.0
olet,7.0
Hates,6.0
cero,8.0
amor,6.444444444444444
geot,6.833333333333333
Sleep,8.166666666666668
Goldfinger,8.16666666666667
Possession,5.217657520325203
wei�e,7.25
Showdown,7.0
Blotto,7.0
Williams,7.5
Wimbledon,5.857142857142857
Jodhaa,9.0
Kikujir,7.5
Kolangal,6.0
9000,10.0
Foster?,5.0
Paycheck,6.368421052631579
Armadillo,7.25
Lyrics,7.166666666666667
Dagenham,8.090909090909092
Man,7.111505372369784
Mao,10.0
Mal,4.0
Mar,8.285714285714286
Square,8.0
Mad,7.303139140271495
Gorgeous,7.9
Mak,7.928571428571429
Timeline,5.538461538461538
Mah,8.0
Andrea,6.0
Mai,6.9
Vibrations,7.892857142857143
solitudine,8.0
sprngdes,7.461538461538462
Mac,6.888888888888889
Yougashiten,6.0
Liebe,5.75
Justin,4.475641025641026
�anakkale,4.0
Hunky,5.0
Badass,4.5
Sundance,8.32
McQ,7.5
Rolling,6.6
Sherman,7.416666666666667
Storys,6.0
Looking,7.333333333333334
May,6.890144230769231
Max,7.006383891356505
Mat,6.0
Pepperminta,7.0
Fellini,7.5
Tytt�,7.0
Jhooth,6.0
Banger,10.0
Kidnap,5.5
udachu,7.0
pr�f�re,5.666666666666667
Okuribito,8.681818181818182
April,7.257142857142857
ketika,8.333333333333334
Newsies,6.8
Coriolanus,6.869565217391305
Bubba,8.4
trompeta,7.166666666666667
Salvando,6.0
ostrov,4.0
mendori,7.5
parvaz,8.222222222222221
Workers,6.0
Delight,5.714285714285714
Primal,6.517857142857142
Zathura,6.375
Reporter,8.333333333333334
Hundes,9.0
Bananas*,8.0
Robotropolis,3.0
Buddies,6.559701492537314
moi,5.0
Hairspray,7.540229885057472
Instruments,6.822429906542056
mon,7.604166666666667
Bangun,7.0
Bubby,8.0
Nova,4.0
Templar,9.0
Apflickorna,3.0
mou,7.666666666666667
Carnosaur,8.0
Valter,7.0
Khrustalyov,9.0
Alyah,4.0
Sneeze,5.0
paloma,9.0
Mob,6.666666666666667
Soranin,7.0
liens,8.0
Nous,7.0
Sacrament,7.666666666666667
Moi,7.0
Koza,9.0
Casshern,6.666666666666667
Afraid,6.768881118881119
Chernobyl,5.211111111111112
Mom,6.569047619047619
Particle,8.5
Mon,7.5
Moo,7.0
Katedra,9.0
sospetto,7.5
Pursuits,6.076923076923077
Mou,6.59375
Teaching,7.166666666666667
Victor,6.875
Moy,9.0
phetchakhaat,5.0
Laughs,10.0
habnida,8.0
Lebassi,7.0
Script,7.625
Forsyte,9.0
Cinderfella,9.0
?tre,8.5
eolgurui,8.0
Note,9.0
Baddoor,6.857142857142857
Demons,6.749561403508772
queridos,5.0
ataque,7.222222222222222
Aujourdhui,8.0
Swinging,4.2
Vagabonderne,6.0
Alyce,4.5
Beom-joe-so-nyeon,7.0
Brand,10.0
Mig,8.0
Amelia,6.0
Mia,8.444444444444445
C.O.G.,6.142857142857143
Fireflies,8.0
Grande,10.0
confine,6.0
Mix,6.0
Kriemhilds,10.0
Reincarnated,7.0
Mutluluk,8.5
Primer,7.03125
desaparece,7.0
bal�i,6.666666666666667
Mis,5.111111111111111
Mil,8.5
Mim,3.0
saison,5.75
Min,7.5
Flood,8.0
Mio,5.0
Commando,5.293103448275861
Pather,10.0
Gringo,8.50561797752809
Voltar,10.0
Billboard,8.0
Henrys,6.0
Gatekeeper,4.0
Floor,6.160714285714286
Gables,8.0
venas,7.909090909090909
Psalm,4.0
Ainun,7.0
Gender,10.0
Poketto,10.0
Footloose,6.6230158730158735
Tatjana,8.0
vendi,6.0
Fido,6.6
Together,6.333333333333333
Concurso,3.3333333333333335
Horizon,6.416666666666667
Humpers,5.0
Azuloscurocasinegro,6.0
Krays,8.0
Sacrifice,2.5
Mourir,7.0
Peterson,7.0
diabolici,8.0
Ehre,10.0
Trapped,5.75
igre,7.0
Geography,7.8
Arlington,8.0
Staircase,7.5
Japanese,8.0
Sharaabi,10.0
Brake,5.791666666666667
muk,7.0
Related,7.0
Weinstein,7.0
mun,7.0
Beethoven,5.875
Improvvisamente,8.0
Shichinin,8.515151515151514
Crips,8.0
blanche,6.5
Lyndon,8.714285714285715
muy,7.0
Google,6.5
Tanner,4.5
Anniversary,9.0
Hartenstraat,5.5
Russendisko,3.0
Koto,7.285714285714286
Batoru,5.569148936170213
Crimi,8.0
nuvole,8.5
Unbreakable,8.755555555555556
Touch,6.716666666666667
Phibes,8.5
Mum,6.25
Bahrain,9.0
Muk,8.333333333333334
Conspirators,3.0
Nation,6.664732142857142
Captive,6.0
Faculty,7.285714285714286
Yeddi,10.0
Brain,6.5
Mud,7.661710037174721
Flock,6.75
Botched,1.0
libert�,10.0
tranquilla,6.5
Geuddae,7.0
Senior,8.333333333333334
Baking,6.0
mundo,7.0
fiato,7.5
Matador,7.9
Losses,5.5
Illusionist,7.688524590163935
Zamani,8.0
Flatliners,5.8
Daylight,8.1875
Pr�s,7.0
Thatll,8.0
folles,8.0
Hitting,10.0
follet,10.0
Conversations,4.0
Ginger,7.4226190476190474
Social,7.639175257731959
Bleeder,7.0
Kagit,6.0
heya,8.0
Staying,4.0
Outbreak,5.375
taam,7.575
Bounty,6.709487179487179
Monuments,6.155778894472362
[Rec],6.833333333333334
Psari,6.666666666666667
min,5.0
A-i-deul...,7.0
Palermo,8.0
mio,8.0
Direct,3.0
mil,6.0
mir,6.333333333333333
Opera,8.349122807017544
mis,6.0
Psychopaths,7.0672782874617734
Wrong,6.321678321678321
Helvede,6.0
Lethal,7.80625
Para�so,6.0
Maldito,7.0
mia,6.5
mig,8.5
McNamara,8.0
mie,7.0
Kops,5.0
Howards,8.666666666666666
Rupert,8.0
Legged,6.0
peste,6.0
Tough,7.0
Victim,6.61025641025641
Edison,5.0
giudizio,7.0
Travels,7.81547619047619
Final,6.322116883116885
Examined,7.0
Paheli,5.0
Ms.,8.333333333333334
Dogma,7.666666666666667
Masterpiece,8.0
Evangerion,6.722222222222222
Cest,8.5
Fink,7.961538461538462
Anche,8.5
Fine,7.283333333333334
Find,7.6
Carancho,6.0
Noughts,6.0
Bound,7.65
Brady,6.5
Mr.,7.022104667589542
Dzhungli,7.0
Baron,5.875
Paint,7.0
Satya,7.0
Ahead,9.0
Technology,7.0
Nettle,8.0
Moreau,5.666666666666667
Brooklyns,6.5625
Terraferma,6.0
Kong,6.877332089552239
Cera,8.903225806451612
Negro,7.0
Gaita,2.0
Xperiment,6.0
Corporation,8.0
Barry,7.147186147186147
fashizm,8.0
Fill,7.5
Film,7.086253842775582
Raincoat,9.0
Marksa...,6.0
Hatya,8.0
Quills,7.75
mo?,6.0
File,7.893939393939394
hatashi-j,7.0
Woochi,8.666666666666666
Spasms,8.0
Peeping,7.5
Anderen,6.884615384615384
Ringers,8.0
Mrs,8.5
Lemale,7.153846153846154
mme,7.882352941176471
Fundum,7.0
Shootout,6.666666666666666
Remarkable,6.0
Outfield,9.666666666666666
Wallflower,8.209486166007911
S�rg�n,8.0
cage,7.833333333333334
James,6.442857142857143
Floors,4.333333333333333
Khan�vad�h-e,5.666666666666667
Fr�giles,9.333333333333334
Zintzoa,1.0
Tube,9.0
jaula,7.666666666666667
Geestenjagers,7.0
proc�s,7.833333333333333
cioccolato,7.0
Noreen,10.0
cioccolata,8.0
Demonlover,3.0
Blueberry,7.3
Cannabis,10.0
Rasskazy,7.142857142857143
Masuku,7.0
Kvinden,7.588235294117647
Tuck,7.333333333333333
Jolly,4.166666666666666
Deathtrap,7.0
Greta,5.666666666666667
Comancheros,7.0
Chisum,6.0
peores,5.0
Booga,4.0
Qian,5.5
Do-nui,2.0
Maruti,6.7
zona,6.5
Somethings,6.477272727272727
zong,7.081081081081081
Stir,7.1875
Greatest,7.733928571428571
zoku,9.0
Sabatham,5.0
fuga,3.0
Marilyn,6.73425925925926
cheng,7.3
Waitress,7.4
a�os,6.0
M�b�,6.0
Dudley,4.0
Locals,5.0
Herodes,7.5
Jamie,5.0
Kingdom,7.290825112833226
?tame,7.0
Biyondo,7.375
Tangled,8.341666666666665
pappi,10.0
Courageous,8.5
Adam,6.6
mafia,6.0
Keeper,5.130434782608695
double,8.3
Comfort,8.166666666666666
Xin,7.333333333333333
Vlammen,7.333333333333333
Alfie,6.533333333333333
Harvard,3.0
hadan,8.333333333333334
Go-Between,8.0
Blades,6.842105263157895
Fuyu,7.0
African,7.342592592592593
thisavrou,7.0
Passionada,6.0
Collaborator,5.25
Fluss,7.0
Chtis,7.111111111111111
Karag�z,6.0
neden,6.0
Meiji,7.583333333333333
Milkha,8.695652173913043
mein,7.5
Constantines,10.0
Klumps,5.0
Partner,7.0
Exploding,5.0
lendemain,9.0
Searchers,8.545454545454545
Nasha,2.5
Fuzz,8.07291666666667
travail,7.666666666666667
Brasil,9.3
zimniy,5.0
Ghoulies,3.5
Hells,5.75
le�n,8.0
Silent,6.681382001836547
18/9,7.0
Hello,5.541666666666667
cada,6.4
Padminiyum,7.0
Division,10.0
Boobs,3.0
Totalmente,5.0
Seikenshi,4.0
Method,6.545454545454546
Building,7.5
Nobody,7.31005291005291
Vampirschwestern,5.0
Saint-Jacques...,7.0
Northern,10.0
Boricua,10.0
mondes,5.25
Zatoichi,5.0
nostra,6.0
Onion,7.666666666666666
Sayat,4.0
Szerelempatak,10.0
Brasco,8.016129032258066
Nimirndhu,6.0
Amber,5.7
Beau,6.333333333333334
Beat,6.2
Bear,7.944444444444445
Lassassin,7.5
Striptease,5.0
Bean,6.909090909090909
Women,6.355011655011655
�nglavakt,10.0
Rampart,5.6923076923076925
Pilot,8.0
Skjult,6.0
Acts,5.0
kapel,7.0
Weeks,7.011111111111111
strediskov�,10.0
Hoople,9.0
OBrien,8.5
Stag,3.8888888888888893
Never,6.877157564657566
Running,7.457413158500115
Stan,6.8
Stai,6.0
50/50,7.742690058479532
Alleen,2.0
Paan,7.0
sjeler,4.0
Star,7.01634193682402
Muzi,6.0
Arkadin,7.5
Stay,6.882352941176471
sledovan�,8.0
perdido,4.0
Nevskiy,6.0
Tristana,6.0
Popeye,4.5
Redbelt,7.5
Spetsnaz,7.0
Passion,6.580983231707316
Muse,6.5
Anonyma,8.0
Hanging,5.75
Krumpet,8.0
Amarcord,8.2
Poo-reun,6.5
Must,7.059788104430962
Tuff,8.0
Angus,7.0
500,9.0
Tetro,7.0
Limited,7.3428571428571425
Breeders,4.0
Witchcraft,1.0
mera,8.0
Mute,8.0
Edmond,6.5
Passing,4.0
Black,6.456107304691962
Luci,5.5
scemo,9.0
Territories,4.666666666666667
McCall,6.5
Snowtown,8.125
Wayshower,2.0
cinqui�me,5.5
Luck,7.854545454545455
Lucy,6.0
Beginners,7.644736842105264
Step,8.16089470812875
Blade,8.282007246199218
Valour,7.283333333333333
sova,5.666666666666667
angeli,8.0
Angst,5.9
Agneepath,7.8
Catwoman,5.681818181818182
Wand�furu,8.0
Jawbreaker,6.0
Woman,6.751439382644928
Angry,7.383380018674138
tesad�fleri,8.5
Wolves,7.8244444444444445
Volcano,6.0625
Pills,4.0
Snoopy,8.0
G�lge,5.0
obochine,8.0
Poughkeepsie,7.333333333333333
Mononoke-hime,8.030303030303033
calmo,7.0
Booty,6.5
Boots,7.163003663003663
Mi-in-do,7.0
Ichi,8.0
Ticket,8.0
Ri�hie,5.5
Page,7.791666666666667
LiTTLEMAN,4.75
OKeefe,1.0
Majest�,5.5
Bright,7.221212121212122
McQuade,7.0
Cavalcanti,7.0
Muoi,7.0
B�ng-kah,6.0
Alphabet,7.0
Strawberry,7.0
Beerfest,9.0
Killadi,5.0
gwangtae,10.0
tire-larigot,7.875
Marmont,10.0
Taffin,5.0
Munn,8.0
Serena,8.625
canica,5.0
calle,1.0
Whisperer,6.9
Carriers,7.0
Belfast,7.166666666666666
Pail,2.5
Tensi�n,6.0
Survival,4.666666666666667
Pain,7.433152852977926
Marathon,8.272321428571429
sorg,7.875
a�o,4.0
Paid,6.428571428571429
Columbus,6.454545454545454
Flatbush,6.0
Imitation,9.0
Jagten,8.280000000000006
G.D.O.,4.5
Wuthering,5.433333333333333
Seventh-Gay,7.0
Hallows,7.436387264457443
Alert,5.4
Paha,5.0
Corridors,10.0
meun,7.0
Lampoon,10.0
Web-toon,8.0
sopra,7.5
Mumbai,8.377777777777776
Pace,8.0
Delitti,6.0
Nirgendwo,7.0
cara,7.647058823529412
Fountainhead,7.333333333333333
Branded,3.9285714285714284
cinture,6.5
Arora,7.75
Fourteen,7.0
Omaret,7.5
Footballs,10.0
Lawyer,7.551282051282051
WALL�E,8.72043010752688
Carmen,8.0
Isteni,10.0
t�r,6.0
As�,2.0
Exports,6.769230769230769
Delitto,5.666666666666667
Light,7.1654761904761894
Internal,7.0
clandestina,7.5
Gyerhon,5.0
shoftak,6.5
Dodgers,8.0
casa,7.454545454545455
Wright,5.0
rideau,7.0
Biloxi,7.666666666666667
Rollers,5.333333333333333
XXY,7.0
Paap,4.0
Horrible,5.976923076923077
Lesser,7.0
Krian,7.0
Shehata,7.0
cash,6.229069405539994
Aspirante,4.0
Broadway,8.044444444444444
filmen,7.0
Pretty,8.215079365079365
Inkwell,6.0
Tickle,10.0
Guantanamo,7.357142857142858
Porridge,8.0
Saboteur,6.428571428571429
sono,7.785714285714286
Deathwatch,4.0
Redemption,6.490860517435318
Yozgat,7.5
jeux,6.0
