Word, wordscore, occurrence
Andrey,8.5, 1.0
Womans,6.0, 1.0
BaBo,9.0, 1.0
d�as,6.943181818181818, 4.0
Elles,6.133333333333334, 1.0
Helpmates,9.0, 1.0
cera,7.0, 1.0
olet,7.0, 1.0
Hates,6.0, 1.0
cero,8.0, 1.0
amor,6.444444444444444, 3.0
geot,6.833333333333333, 1.0
Sleep,8.166666666666668, 4.0
Goldfinger,8.16666666666667, 1.0
Possession,5.217657520325203, 4.0
wei�e,7.25, 1.0
Showdown,7.0, 1.0
Blotto,7.0, 1.0
Williams,7.5, 1.0
Wimbledon,5.857142857142857, 1.0
Jodhaa,9.0, 1.0
Kikujir,7.5, 1.0
Kolangal,6.0, 1.0
9000,10.0, 1.0
Foster?,5.0, 1.0
Paycheck,6.368421052631579, 1.0
Armadillo,7.25, 1.0
Lyrics,7.166666666666667, 1.0
Dagenham,8.090909090909092, 1.0
Man,7.111505372369784, 175.0
Mao,10.0, 1.0
Mal,4.0, 1.0
Mar,8.285714285714286, 1.0
Square,8.0, 2.0
Mad,7.303139140271495, 16.0
Gorgeous,7.9, 2.0
Mak,7.928571428571429, 1.0
Timeline,5.538461538461538, 1.0
Mah,8.0, 1.0
Andrea,6.0, 1.0
Mai,6.9, 5.0
Vibrations,7.892857142857143, 1.0
solitudine,8.0, 1.0
sprngdes,7.461538461538462, 1.0
Mac,6.888888888888889, 3.0
Yougashiten,6.0, 1.0
Liebe,5.75, 1.0
Justin,4.475641025641026, 4.0
�anakkale,4.0, 1.0
Hunky,5.0, 1.0
Badass,4.5, 1.0
Sundance,8.32, 1.0
McQ,7.5, 1.0
Rolling,6.6, 4.0
Sherman,7.416666666666667, 1.0
Storys,6.0, 1.0
Looking,7.333333333333334, 5.0
May,6.890144230769231, 8.0
Max,7.006383891356505, 13.0
Mat,6.0, 2.0
Pepperminta,7.0, 1.0
Fellini,7.5, 2.0
Tytt�,7.0, 1.0
Jhooth,6.0, 1.0
Banger,10.0, 1.0
Kidnap,5.5, 1.0
udachu,7.0, 1.0
pr�f�re,5.666666666666667, 1.0
Okuribito,8.681818181818182, 1.0
April,7.257142857142857, 5.0
ketika,8.333333333333334, 1.0
Newsies,6.8, 1.0
Coriolanus,6.869565217391305, 1.0
Bubba,8.4, 1.0
trompeta,7.166666666666667, 1.0
Salvando,6.0, 1.0
ostrov,4.0, 1.0
mendori,7.5, 1.0
parvaz,8.222222222222221, 1.0
Workers,6.0, 1.0
Delight,5.714285714285714, 1.0
Primal,6.517857142857142, 2.0
Zathura,6.375, 1.0
Reporter,8.333333333333334, 1.0
Hundes,9.0, 1.0
Bananas*,8.0, 1.0
Robotropolis,3.0, 1.0
Buddies,6.559701492537314, 1.0
moi,5.0, 1.0
Hairspray,7.540229885057472, 1.0
Instruments,6.822429906542056, 1.0
mon,7.604166666666667, 4.0
Bangun,7.0, 1.0
Bubby,8.0, 1.0
Nova,4.0, 2.0
Templar,9.0, 1.0
Apflickorna,3.0, 1.0
mou,7.666666666666667, 3.0
Carnosaur,8.0, 1.0
Valter,7.0, 1.0
Khrustalyov,9.0, 1.0
Alyah,4.0, 1.0
Sneeze,5.0, 1.0
paloma,9.0, 1.0
Mob,6.666666666666667, 3.0
Soranin,7.0, 1.0
liens,8.0, 1.0
Nous,7.0, 1.0
Sacrament,7.666666666666667, 1.0
Moi,7.0, 1.0
Koza,9.0, 1.0
Casshern,6.666666666666667, 1.0
Afraid,6.768881118881119, 4.0
Chernobyl,5.211111111111112, 1.0
Mom,6.569047619047619, 7.0
Particle,8.5, 1.0
Mon,7.5, 3.0
Moo,7.0, 1.0
Katedra,9.0, 1.0
sospetto,7.5, 1.0
Pursuits,6.076923076923077, 1.0
Mou,6.59375, 4.0
Teaching,7.166666666666667, 1.0
Victor,6.875, 2.0
Moy,9.0, 1.0
phetchakhaat,5.0, 1.0
Laughs,10.0, 1.0
habnida,8.0, 1.0
Lebassi,7.0, 1.0
Script,7.625, 2.0
Forsyte,9.0, 1.0
Cinderfella,9.0, 1.0
?tre,8.5, 1.0
eolgurui,8.0, 1.0
Note,9.0, 1.0
Baddoor,6.857142857142857, 1.0
Demons,6.749561403508772, 2.0
queridos,5.0, 1.0
ataque,7.222222222222222, 1.0
Aujourdhui,8.0, 1.0
Swinging,4.2, 1.0
Vagabonderne,6.0, 1.0
Alyce,4.5, 1.0
Beom-joe-so-nyeon,7.0, 1.0
Brand,10.0, 1.0
Mig,8.0, 1.0
Amelia,6.0, 1.0
Mia,8.444444444444445, 3.0
C.O.G.,6.142857142857143, 1.0
Fireflies,8.0, 1.0
Grande,10.0, 1.0
confine,6.0, 1.0
Mix,6.0, 1.0
Kriemhilds,10.0, 1.0
Reincarnated,7.0, 1.0
Mutluluk,8.5, 1.0
Primer,7.03125, 1.0
desaparece,7.0, 1.0
bal�i,6.666666666666667, 1.0
Mis,5.111111111111111, 3.0
Mil,8.5, 2.0
Mim,3.0, 1.0
saison,5.75, 2.0
Min,7.5, 2.0
Flood,8.0, 1.0
Mio,5.0, 2.0
Commando,5.293103448275861, 2.0
Pather,10.0, 1.0
Gringo,8.50561797752809, 2.0
Voltar,10.0, 1.0
Billboard,8.0, 1.0
Henrys,6.0, 1.0
Gatekeeper,4.0, 1.0
Floor,6.160714285714286, 4.0
Gables,8.0, 1.0
venas,7.909090909090909, 1.0
Psalm,4.0, 1.0
Ainun,7.0, 1.0
Gender,10.0, 1.0
Poketto,10.0, 1.0
Footloose,6.6230158730158735, 1.0
Tatjana,8.0, 1.0
vendi,6.0, 1.0
Fido,6.6, 1.0
Together,6.333333333333333, 3.0
Concurso,3.3333333333333335, 1.0
Horizon,6.416666666666667, 1.0
Humpers,5.0, 1.0
Azuloscurocasinegro,6.0, 1.0
Krays,8.0, 1.0
Sacrifice,2.5, 2.0
Mourir,7.0, 1.0
Peterson,7.0, 1.0
diabolici,8.0, 1.0
Ehre,10.0, 1.0
Trapped,5.75, 4.0
igre,7.0, 1.0
Geography,7.8, 1.0
Arlington,8.0, 1.0
Staircase,7.5, 2.0
Japanese,8.0, 1.0
Sharaabi,10.0, 1.0
Brake,5.791666666666667, 1.0
muk,7.0, 1.0
Related,7.0, 1.0
Weinstein,7.0, 1.0
mun,7.0, 1.0
Beethoven,5.875, 2.0
Improvvisamente,8.0, 1.0
Shichinin,8.515151515151514, 1.0
Crips,8.0, 1.0
blanche,6.5, 1.0
Lyndon,8.714285714285715, 1.0
muy,7.0, 1.0
Google,6.5, 2.0
Tanner,4.5, 1.0
Anniversary,9.0, 1.0
Hartenstraat,5.5, 1.0
Russendisko,3.0, 1.0
Koto,7.285714285714286, 1.0
Batoru,5.569148936170213, 2.0
Crimi,8.0, 1.0
nuvole,8.5, 2.0
Unbreakable,8.755555555555556, 2.0
Touch,6.716666666666667, 4.0
Phibes,8.5, 2.0
Mum,6.25, 2.0
Bahrain,9.0, 1.0
Muk,8.333333333333334, 1.0
Conspirators,3.0, 1.0
Nation,6.664732142857142, 8.0
Captive,6.0, 1.0
Faculty,7.285714285714286, 1.0
Yeddi,10.0, 1.0
Brain,6.5, 6.0
Mud,7.661710037174721, 1.0
Flock,6.75, 1.0
Botched,1.0, 1.0
libert�,10.0, 1.0
tranquilla,6.5, 1.0
Geuddae,7.0, 1.0
Senior,8.333333333333334, 1.0
Baking,6.0, 1.0
mundo,7.0, 1.0
fiato,7.5, 1.0
Matador,7.9, 2.0
Losses,5.5, 1.0
Illusionist,7.688524590163935, 1.0
Zamani,8.0, 1.0
Flatliners,5.8, 1.0
Daylight,8.1875, 1.0
Pr�s,7.0, 1.0
Thatll,8.0, 1.0
folles,8.0, 1.0
Hitting,10.0, 1.0
follet,10.0, 1.0
Conversations,4.0, 1.0
Ginger,7.4226190476190474, 4.0
Social,7.639175257731959, 3.0
Bleeder,7.0, 1.0
Kagit,6.0, 1.0
heya,8.0, 1.0
Staying,4.0, 1.0
Outbreak,5.375, 2.0
taam,7.575, 2.0
Bounty,6.709487179487179, 5.0
Monuments,6.155778894472362, 1.0
[Rec],6.833333333333334, 2.0
Psari,6.666666666666667, 1.0
min,5.0, 1.0
A-i-deul...,7.0, 1.0
Palermo,8.0, 1.0
mio,8.0, 2.0
Direct,3.0, 2.0
mil,6.0, 1.0
mir,6.333333333333333, 3.0
Opera,8.349122807017544, 5.0
mis,6.0, 1.0
Psychopaths,7.0672782874617734, 1.0
Wrong,6.321678321678321, 11.0
Helvede,6.0, 1.0
Lethal,7.80625, 4.0
Para�so,6.0, 1.0
Maldito,7.0, 1.0
mia,6.5, 4.0
mig,8.5, 1.0
McNamara,8.0, 1.0
mie,7.0, 1.0
Kops,5.0, 1.0
Howards,8.666666666666666, 1.0
Rupert,8.0, 1.0
Legged,6.0, 1.0
peste,6.0, 1.0
Tough,7.0, 1.0
Victim,6.61025641025641, 2.0
Edison,5.0, 2.0
giudizio,7.0, 1.0
Travels,7.81547619047619, 4.0
Final,6.322116883116885, 25.0
Examined,7.0, 1.0
Paheli,5.0, 1.0
Ms.,8.333333333333334, 1.0
Dogma,7.666666666666667, 1.0
Masterpiece,8.0, 1.0
Evangerion,6.722222222222222, 3.0
Cest,8.5, 1.0
Fink,7.961538461538462, 1.0
Anche,8.5, 1.0
Fine,7.283333333333334, 5.0
Find,7.6, 1.0
Carancho,6.0, 1.0
Noughts,6.0, 1.0
Bound,7.65, 5.0
Brady,6.5, 2.0
Mr.,7.022104667589542, 46.0
Dzhungli,7.0, 1.0
Baron,5.875, 2.0
Paint,7.0, 1.0
Satya,7.0, 1.0
Ahead,9.0, 1.0
Technology,7.0, 1.0
Nettle,8.0, 1.0
Moreau,5.666666666666667, 1.0
Brooklyns,6.5625, 1.0
Terraferma,6.0, 1.0
Kong,6.877332089552239, 6.0
Cera,8.903225806451612, 1.0
Negro,7.0, 1.0
Gaita,2.0, 1.0
Xperiment,6.0, 1.0
Corporation,8.0, 1.0
Barry,7.147186147186147, 3.0
fashizm,8.0, 1.0
Fill,7.5, 1.0
Film,7.086253842775582, 23.0
Raincoat,9.0, 1.0
Marksa...,6.0, 1.0
Hatya,8.0, 1.0
Quills,7.75, 1.0
mo?,6.0, 1.0
File,7.893939393939394, 3.0
hatashi-j,7.0, 1.0
Woochi,8.666666666666666, 1.0
Spasms,8.0, 1.0
Peeping,7.5, 1.0
Anderen,6.884615384615384, 2.0
Ringers,8.0, 1.0
Mrs,8.5, 1.0
Lemale,7.153846153846154, 1.0
mme,7.882352941176471, 1.0
Fundum,7.0, 1.0
Shootout,6.666666666666666, 2.0
Remarkable,6.0, 1.0
Outfield,9.666666666666666, 1.0
Wallflower,8.209486166007911, 1.0
S�rg�n,8.0, 1.0
cage,7.833333333333334, 2.0
James,6.442857142857143, 4.0
Floors,4.333333333333333, 1.0
Khan�vad�h-e,5.666666666666667, 1.0
Fr�giles,9.333333333333334, 1.0
Zintzoa,1.0, 1.0
Tube,9.0, 1.0
jaula,7.666666666666667, 1.0
Geestenjagers,7.0, 1.0
proc�s,7.833333333333333, 1.0
cioccolato,7.0, 1.0
Noreen,10.0, 1.0
cioccolata,8.0, 1.0
Demonlover,3.0, 1.0
Blueberry,7.3, 1.0
Cannabis,10.0, 1.0
Rasskazy,7.142857142857143, 1.0
Masuku,7.0, 1.0
Kvinden,7.588235294117647, 1.0
Tuck,7.333333333333333, 1.0
Jolly,4.166666666666666, 2.0
Deathtrap,7.0, 1.0
Greta,5.666666666666667, 1.0
Comancheros,7.0, 1.0
Chisum,6.0, 1.0
peores,5.0, 1.0
Booga,4.0, 1.0
Qian,5.5, 2.0
Do-nui,2.0, 1.0
Maruti,6.7, 1.0
zona,6.5, 1.0
Somethings,6.477272727272727, 2.0
zong,7.081081081081081, 1.0
Stir,7.1875, 2.0
Greatest,7.733928571428571, 8.0
zoku,9.0, 1.0
Sabatham,5.0, 1.0
fuga,3.0, 1.0
Marilyn,6.73425925925926, 3.0
cheng,7.3, 4.0
Waitress,7.4, 1.0
a�os,6.0, 1.0
M�b�,6.0, 1.0
Dudley,4.0, 1.0
Locals,5.0, 1.0
Herodes,7.5, 1.0
Jamie,5.0, 1.0
Kingdom,7.290825112833226, 6.0
?tame,7.0, 1.0
Biyondo,7.375, 1.0
Tangled,8.341666666666665, 2.0
pappi,10.0, 1.0
Courageous,8.5, 1.0
Adam,6.6, 5.0
mafia,6.0, 1.0
Keeper,5.130434782608695, 2.0
double,8.3, 1.0
Comfort,8.166666666666666, 3.0
Xin,7.333333333333333, 3.0
Vlammen,7.333333333333333, 1.0
Alfie,6.533333333333333, 1.0
Harvard,3.0, 1.0
hadan,8.333333333333334, 1.0
Go-Between,8.0, 1.0
Blades,6.842105263157895, 1.0
Fuyu,7.0, 1.0
African,7.342592592592593, 3.0
thisavrou,7.0, 1.0
Passionada,6.0, 1.0
Collaborator,5.25, 2.0
Fluss,7.0, 1.0
Chtis,7.111111111111111, 1.0
Karag�z,6.0, 1.0
neden,6.0, 1.0
Meiji,7.583333333333333, 1.0
Milkha,8.695652173913043, 1.0
mein,7.5, 2.0
Constantines,10.0, 1.0
Klumps,5.0, 1.0
Partner,7.0, 1.0
Exploding,5.0, 1.0
lendemain,9.0, 1.0
Searchers,8.545454545454545, 1.0
Nasha,2.5, 1.0
Fuzz,8.07291666666667, 1.0
travail,7.666666666666667, 1.0
Brasil,9.3, 2.0
zimniy,5.0, 1.0
Ghoulies,3.5, 2.0
Hells,5.75, 4.0
le�n,8.0, 1.0
Silent,6.681382001836547, 11.0
18/9,7.0, 1.0
Hello,5.541666666666667, 4.0
cada,6.4, 1.0
Padminiyum,7.0, 1.0
Division,10.0, 2.0
Boobs,3.0, 1.0
Totalmente,5.0, 1.0
Seikenshi,4.0, 1.0
Method,6.545454545454546, 1.0
Building,7.5, 2.0
Nobody,7.31005291005291, 3.0
Vampirschwestern,5.0, 1.0
Saint-Jacques...,7.0, 1.0
Northern,10.0, 1.0
Boricua,10.0, 1.0
mondes,5.25, 2.0
Zatoichi,5.0, 2.0
nostra,6.0, 1.0
Onion,7.666666666666666, 2.0
Sayat,4.0, 1.0
Szerelempatak,10.0, 1.0
Brasco,8.016129032258066, 1.0
Nimirndhu,6.0, 1.0
Amber,5.7, 2.0
Beau,6.333333333333334, 2.0
Beat,6.2, 5.0
Bear,7.944444444444445, 5.0
Lassassin,7.5, 1.0
Striptease,5.0, 1.0
Bean,6.909090909090909, 1.0
Women,6.355011655011655, 11.0
�nglavakt,10.0, 1.0
Rampart,5.6923076923076925, 1.0
Pilot,8.0, 1.0
Skjult,6.0, 1.0
Acts,5.0, 1.0
kapel,7.0, 1.0
Weeks,7.011111111111111, 4.0
strediskov�,10.0, 1.0
Hoople,9.0, 1.0
OBrien,8.5, 1.0
Stag,3.8888888888888893, 3.0
Never,6.877157564657566, 22.0
Running,7.457413158500115, 9.0
Stan,6.8, 2.0
Stai,6.0, 1.0
50/50,7.742690058479532, 1.0
Alleen,2.0, 1.0
Paan,7.0, 1.0
sjeler,4.0, 1.0
Star,7.01634193682402, 39.0
Muzi,6.0, 1.0
Arkadin,7.5, 1.0
Stay,6.882352941176471, 2.0
sledovan�,8.0, 1.0
perdido,4.0, 1.0
Nevskiy,6.0, 1.0
Tristana,6.0, 1.0
Popeye,4.5, 1.0
Redbelt,7.5, 1.0
Spetsnaz,7.0, 1.0
Passion,6.580983231707316, 4.0
Muse,6.5, 1.0
Anonyma,8.0, 1.0
Hanging,5.75, 2.0
Krumpet,8.0, 1.0
Amarcord,8.2, 1.0
Poo-reun,6.5, 1.0
Must,7.059788104430962, 14.0
Tuff,8.0, 1.0
Angus,7.0, 1.0
500,9.0, 1.0
Tetro,7.0, 1.0
Limited,7.3428571428571425, 1.0
Breeders,4.0, 1.0
Witchcraft,1.0, 1.0
mera,8.0, 1.0
Mute,8.0, 1.0
Edmond,6.5, 1.0
Passing,4.0, 1.0
Black,6.456107304691962, 56.0
Luci,5.5, 1.0
scemo,9.0, 1.0
Territories,4.666666666666667, 1.0
McCall,6.5, 1.0
Snowtown,8.125, 1.0
Wayshower,2.0, 1.0
cinqui�me,5.5, 1.0
Luck,7.854545454545455, 11.0
Lucy,6.0, 2.0
Beginners,7.644736842105264, 2.0
Step,8.16089470812875, 5.0
Blade,8.282007246199218, 7.0
Valour,7.283333333333333, 2.0
sova,5.666666666666667, 1.0
angeli,8.0, 1.0
Angst,5.9, 2.0
Agneepath,7.8, 1.0
Catwoman,5.681818181818182, 2.0
Wand�furu,8.0, 1.0
Jawbreaker,6.0, 1.0
Woman,6.751439382644928, 26.0
Angry,7.383380018674138, 3.0
tesad�fleri,8.5, 1.0
Wolves,7.8244444444444445, 4.0
Volcano,6.0625, 2.0
Pills,4.0, 1.0
Snoopy,8.0, 1.0
G�lge,5.0, 1.0
obochine,8.0, 1.0
Poughkeepsie,7.333333333333333, 1.0
Mononoke-hime,8.030303030303033, 1.0
calmo,7.0, 1.0
Booty,6.5, 1.0
Boots,7.163003663003663, 3.0
Mi-in-do,7.0, 1.0
Ichi,8.0, 1.0
Ticket,8.0, 2.0
Ri�hie,5.5, 1.0
Page,7.791666666666667, 4.0
LiTTLEMAN,4.75, 1.0
OKeefe,1.0, 1.0
Majest�,5.5, 1.0
Bright,7.221212121212122, 8.0
McQuade,7.0, 1.0
Cavalcanti,7.0, 1.0
Muoi,7.0, 1.0
B�ng-kah,6.0, 1.0
Alphabet,7.0, 1.0
Strawberry,7.0, 3.0
Beerfest,9.0, 1.0
Killadi,5.0, 1.0
gwangtae,10.0, 1.0
tire-larigot,7.875, 1.0
Marmont,10.0, 1.0
Taffin,5.0, 1.0
Munn,8.0, 1.0
Serena,8.625, 2.0
canica,5.0, 1.0
calle,1.0, 1.0
Whisperer,6.9, 2.0
Carriers,7.0, 1.0
Belfast,7.166666666666666, 2.0
Pail,2.5, 1.0
Tensi�n,6.0, 1.0
Survival,4.666666666666667, 1.0
Pain,7.433152852977926, 7.0
Marathon,8.272321428571429, 4.0
sorg,7.875, 1.0
a�o,4.0, 1.0
Paid,6.428571428571429, 1.0
Columbus,6.454545454545454, 1.0
Flatbush,6.0, 1.0
Imitation,9.0, 1.0
Jagten,8.280000000000006, 1.0
G.D.O.,4.5, 1.0
Wuthering,5.433333333333333, 1.0
Seventh-Gay,7.0, 1.0
Hallows,7.436387264457443, 3.0
Alert,5.4, 1.0
Paha,5.0, 1.0
Corridors,10.0, 1.0
meun,7.0, 1.0
Lampoon,10.0, 1.0
Web-toon,8.0, 1.0
sopra,7.5, 1.0
Mumbai,8.377777777777776, 5.0
Pace,8.0, 1.0
Delitti,6.0, 1.0
Nirgendwo,7.0, 1.0
cara,7.647058823529412, 1.0
Fountainhead,7.333333333333333, 1.0
Branded,3.9285714285714284, 1.0
cinture,6.5, 1.0
Arora,7.75, 1.0
Fourteen,7.0, 1.0
Omaret,7.5, 1.0
Footballs,10.0, 1.0
Lawyer,7.551282051282051, 1.0
WALL�E,8.72043010752688, 1.0
Carmen,8.0, 1.0
Isteni,10.0, 1.0
t�r,6.0, 1.0
As�,2.0, 1.0
Exports,6.769230769230769, 1.0
Delitto,5.666666666666667, 3.0
Light,7.1654761904761894, 10.0
Internal,7.0, 1.0
clandestina,7.5, 1.0
Gyerhon,5.0, 1.0
shoftak,6.5, 1.0
Dodgers,8.0, 1.0
casa,7.454545454545455, 5.0
Wright,5.0, 1.0
rideau,7.0, 1.0
Biloxi,7.666666666666667, 1.0
Rollers,5.333333333333333, 1.0
XXY,7.0, 2.0
Paap,4.0, 1.0
Horrible,5.976923076923077, 2.0
Lesser,7.0, 2.0
Krian,7.0, 1.0
Shehata,7.0, 1.0
cash,6.229069405539994, 3.0
Aspirante,4.0, 1.0
Broadway,8.044444444444444, 6.0
filmen,7.0, 1.0
Pretty,8.215079365079365, 6.0
Inkwell,6.0, 1.0
Tickle,10.0, 1.0
Guantanamo,7.357142857142858, 2.0
Porridge,8.0, 1.0
Saboteur,6.428571428571429, 1.0
sono,7.785714285714286, 3.0
Deathwatch,4.0, 1.0
Redemption,6.490860517435318, 7.0
Yozgat,7.5, 1.0
jeux,6.0, 1.0
Memento,8.607843137254891, 1.0
Swayamvaram,10.0, 1.0
Extra-Terrestrial,8.454545454545457, 1.0
Kshikei,9.0, 1.0
Shiren,8.0, 1.0
Restless,8.0, 2.0
Padi,4.0, 1.0
Earth,6.664503509778197, 25.0
Scalene,7.0, 1.0
Yngve,9.0, 1.0
Bilet,7.0, 1.0
Calendar,7.714285714285714, 1.0
Manborg,7.428571428571429, 1.0
Hotell,6.333333333333333, 1.0
Mule,2.5, 1.0
Pact,5.294117647058823, 1.0
Caravaggio,7.0, 1.0
Weapon,7.454166666666666, 6.0
Unaccompanied,10.0, 1.0
Defeat,7.285714285714286, 1.0
Mojica,7.0, 1.0
Gappa,10.0, 1.0
kenshi,8.0, 1.0
cang,8.214285714285714, 1.0
cand,6.0, 1.0
Crackling,10.0, 1.0
Wildcats,7.0, 1.0
soko,8.0, 1.0
Weiwei,8.5, 1.0
solo,6.703703703703703, 3.0
Youngblood,6.0, 1.0
Paathshaala,1.0, 1.0
Chalet,6.0, 1.0
sola,7.75, 3.0
Mannequin,5.857142857142857, 1.0
Bowl-O-Rama,4.0, 1.0
sole,9.0, 1.0
confusion,6.0, 1.0
Chalen,4.0, 1.0
Pane,8.0, 2.0
Cockpit,10.0, 1.0
Waters,5.0, 1.0
Effect,7.026876513317191, 7.0
precoz,7.4, 1.0
Rummy,7.0, 1.0
Graham,6.0, 1.0
Books,9.0, 1.0
Homefront,6.839080459770115, 1.0
alb�n�i,8.5, 1.0
Unstoppable,6.920634920634921, 1.0
Aces,6.833333333333333, 1.0
Heartland,6.5, 2.0
Conspiracy,7.526388888888889, 4.0
soir,6.166666666666666, 2.0
Koyaanisqatsi,9.333333333333334, 1.0
Generals,6.222222222222221, 3.0
Brandon,10.0, 1.0
Muir,8.0, 1.0
Brandom,6.5, 1.0
Disappearance,7.2, 1.0
Ekstra,6.0, 1.0
Jonathan,7.5, 2.0
Jonathas,7.0, 1.0
Plains,7.666666666666667, 1.0
Papi,8.0, 1.0
isanghannom,8.363636363636363, 1.0
Dreamland,8.0, 1.0
Rumor,5.5, 1.0
Papa,7.517156862745098, 2.0
Kiyosu,6.0, 1.0
manda?,5.75, 1.0
Karuto,8.0, 1.0
Consent,8.375, 2.0
Kenyon,9.0, 1.0
Stravinsky,8.0, 1.0
Billu,6.0, 1.0
Pastorela,5.5, 1.0
Much,6.526010101010101, 4.0
Orders,4.0, 1.0
Woh,4.0, 1.0
Won,7.0, 1.0
Yeon-ae,7.0, 1.0
sources,6.0, 1.0
Forward,8.811111111111112, 3.0
okhoty,6.5, 2.0
Marketa,9.0, 1.0
Muirhouse,5.0, 1.0
Gharwali,4.0, 1.0
Endrendrum,6.0, 1.0
fung,5.0, 1.0
Billy,6.931129476584022, 11.0
Mahanagar,10.0, 1.0
Resort,7.0, 1.0
Saimin,7.0, 1.0
Dellamore,7.5, 1.0
Bilko,8.0, 1.0
berdawai,8.0, 1.0
Versus,6.5476190476190474, 3.0
Chasing,7.792755126742056, 6.0
Billa,5.0, 1.0
Actrices,6.0, 1.0
Gerhard,8.0, 1.0
Birdcage,7.545454545454546, 1.0
Shuang,6.0, 1.0
2�,7.5, 1.0
soif,7.0, 1.0
Underneath,7.0, 1.0
Munger,4.333333333333333, 1.0
Aurangzeb,5.666666666666667, 1.0
Vantage,7.035714285714286, 1.0
Deathly,8.554580896686165, 2.0
Leprosy,5.0, 1.0
Coogans,7.0, 1.0
moine,7.2, 1.0
&amp;,6.823411032125307, 155.0
Lesson,10.0, 1.0
y�hi,8.666666666666666, 3.0
moina,7.0, 1.0
Acid,7.0, 1.0
Comedian,6.0, 2.0
Renaissance,6.0, 2.0
Flukt,6.0, 1.0
Marseille,5.0, 1.0
Pale,7.571428571428571, 1.0
Smells,9.0, 2.0
Palo,7.0, 1.0
Phantom,7.246643122958912, 11.0
bruiloft,6.5, 1.0
Foutaises,7.0, 1.0
Hemel,7.25, 2.0
paidi,9.0, 1.0
bl�,4.0, 1.0
Stuck,6.528409090909091, 4.0
Chanda,6.75, 1.0
Wade,6.0, 1.0
sansei,8.0, 1.0
Who,7.78485248085248, 35.0
Courtney,5.75, 1.0
Janie,9.0, 1.0
Amazons,3.5, 2.0
Why,7.021428571428571, 8.0
Joshua,7.0, 2.0
Drummond,5.0, 1.0
Chance,7.402613257354811, 6.0
Roommate,4.75, 1.0
Omega,7.0, 1.0
Waco,8.5, 1.0
Win,6.1234567901234565, 3.0
Hardcore,8.0, 1.0
Jalsaghar,9.6, 1.0
Kadin,6.0, 1.0
seukauteu,9.0, 1.0
Wie,6.0, 1.0
mejor,5.0, 1.0
Inherit,9.333333333333334, 1.0
Takeover,8.0, 1.0
Vishwaroopam,9.5, 1.0
Wiz,10.0, 1.0
Febbre,8.0, 1.0
Pendulum,7.5, 2.0
Teenage,6.736378205128205, 8.0
Inland,6.6, 1.0
Slasher,8.0, 1.0
Kahaani,8.222222222222221, 1.0
Wit,3.0, 1.0
Wir,8.033333333333333, 2.0
Waltzes,7.0, 1.0
Attack,4.790922619047619, 7.0
Biriyani,5.0, 1.0
Waterfront,8.277777777777779, 1.0
fagito,8.0, 1.0
Bikur,6.8, 1.0
JCVD,7.857142857142857, 1.0
Separation,4.5, 2.0
Tenggelamnya,10.0, 1.0
Buena,8.0, 1.0
P�,6.222222222222222, 3.0
niwa,7.285714285714286, 1.0
Waar,8.35, 1.0
Premachi,8.0, 1.0
Baramgwa,6.0, 1.0
Transit,7.583333333333334, 2.0
Onibaba,9.5, 1.0
francs,6.75, 1.0
anak,7.0, 1.0
Baskervilles,7.666666666666667, 1.0
Charms,6.0, 1.0
Wasabi,5.0, 1.0
Suit,8.333333333333334, 3.0
Bajatey,6.25, 1.0
Maybe,7.785714285714286, 1.0
Wilsons,7.076923076923077, 1.0
Rajkumar,3.6666666666666665, 1.0
Vinterkyss,10.0, 1.0
Everything,7.716317941317941, 9.0
Furniture,6.294117647058823, 1.0
Promotion,5.666666666666667, 1.0
zombi,4.0, 1.0
Honeymooners,2.0, 1.0
Pebbles,9.5, 1.0
Bu-reo-jin,7.0, 1.0
Happily,7.0, 1.0
Sunt,7.0, 1.0
Aleksandr,6.0, 1.0
Klip,4.5, 1.0
Ingmar,7.333333333333333, 1.0
Change,7.626666666666667, 5.0
Stuff,7.277777777777778, 3.0
444,5.0, 1.0
Millie,9.0, 1.0
McKenzie,9.0, 1.0
khoda,8.6, 1.0
Web,7.616666666666667, 4.0
Wee,6.0588235294117645, 1.0
Wed,6.875, 2.0
Weg,8.0, 1.0
Ratatouille,8.483333333333336, 1.0
Shuttered,4.0, 1.0
Grindhouse,7.645454545454546, 2.0
epistrofi,5.0, 1.0
Wet,7.875, 2.0
Wer,6.416666666666667, 3.0
Flammen,7.75, 1.0
Anybody,8.5, 1.0
Withnail,8.0, 1.0
Boston,8.0, 1.0
Observe,5.9, 1.0
Gators,5.0, 1.0
Lobos,10.0, 1.0
Study,7.0, 1.0
451,8.0, 1.0
Viaggio,7.0, 2.0
Aircraft,7.0, 1.0
Defending,6.5, 2.0
Studs,1.0, 1.0
Warrior,8.008219954648526, 7.0
thti,7.0, 1.0
Atlantic,5.25, 2.0
Innkeepers,4.636363636363637, 1.0
Letyat,9.0, 1.0
Guilt,5.787878787878788, 1.0
aneb,7.5, 1.0
Chanel,7.611111111111111, 2.0
M�n,10.0, 3.0
Sune,4.0, 1.0
M�j,7.0, 1.0
M�i,8.0, 1.0
Unconditional,8.916666666666666, 3.0
zeyton,9.0, 1.0
Atlantis,7.727272727272727, 2.0
Carnage,6.95, 1.0
nist,7.8, 1.0
Narco,9.5, 2.0
Larger,6.0, 1.0
Hellbound,6.8, 1.0
Wall,8.257721374533597, 6.0
Walk,6.813260259024722, 11.0
